order_id,email,order_date,order_value,vat_rate,suspected_fraud,country_code
f3797dc8-3d6f-4ebf-8ca9-ec277437b9c1,leonsharp@cole-holloway.com,2025-04-17,2183.06,0.2,no,GB
d0d1b70c-69f3-44d1-aefa-a89e5abdc27f,cheryl47@hotmail.com,2025-01-26,2956.27,0.05,no,
eb68ca1c-c062-47dd-9fff-817b890a5824,jnash@gould.com,2025-05-14,1144.23,0.2,no,G.B.
0e91b6aa-8cf8-48e6-99fd-40b410c7c32c,abdulking@gill.com,2024-11-05,2630.79,0.2,no,GB
3ab10a92-0313-4a23-a790-f659e98ed74e,GERALDINE82@SIMS.CO.UK,2025-02-17,336.25,0.05,no,gb
4417e97c-e0c8-499f-bc83-cf8f0af70024,stewartparsons@gmail.com,2024-12-14,1238.98,0.05,no,gb
43c144bc-161f-403e-aef8-756ae76e23f2,alanwoodward@jones.com,2024-09-16,2274.52,0.2,yes,G.B.
14e2bd45-8219-4b4e-9c34-bc33bae38b43,philliplewis@jones.com,2025-01-29,663.14,0.2,no,UK
e0d23f48-5a0c-4e03-b6ac-cc738cf61159,melanielawrence@stevens-smith.com,2024-09-23,328.14,0.2,no,G.B.
ab464cac-6fb8-49cc-b4a4-5d6cd702f19e,charlie34@hotmail.com,2025-02-18,1536.16,0.2,no,G.B.
890e375d-adeb-4fb9-afc4-f5e0a7f78585,mitchellwilliams@yahoo.com,2025-05-17,2010.39,,no,UK
2a5dd65d-1719-415e-b86c-7bcf638a263d,rday@yahoo.com,2024-10-09,447.86,0.2,no,UK
657636f2-21b7-449c-b9f5-5841e7196cfd,molly96@hotmail.com,2024-10-12,1156.5,0.2,no,
9797cef5-00b8-46bc-8b09-b7a8e557a5d4,barberjake@harris-walker.net,2025-07-03,2607.03,0.2,no,
6cebd869-f62e-4be8-9ff7-83aacdc92a4b,jasmine96@pollard-edwards.org ,2025-01-29,78.74,0.2,no,
e5683896-de43-45e7-a82f-321e0b21530b,chelseastevens@gmail.com,2025-08-03,2484.72,0.2,no,
c03697a9-ffa9-4cf9-8e11-4392ef8c1328,luke23@davies.com,2024-12-12,2664.83,0.2,no,
b68172a1-9d98-4c0b-8fd5-135a0456ac81,robinsonmelissa@gmail.com,2025-03-27,901.72,0.2,no,UK
a72f0f8f-8163-4f0c-a22c-1bbb84858342,hrowley@gmail.com,2024-12-14,2087.61,0.05,no,UK
a01f2ada-d6ea-4713-96bc-04861b9febec,vlynch@shaw.com,2025-05-06,672.2,,no,UK
60077db5-6063-47e7-805f-ebec4708861a,reidashleigh@yahoo.com,2025-07-02,2074.52,0.05,no,
ae3c2b85-cf9f-444b-9892-51db8536d5d9,RUTHPATEL@DYER.COM,2025-04-16,2182.48,0.2,no,UK
96dfaae7-2993-45e8-b149-5d53a283e08f,LLOYDTHOMAS@GRIFFITHS-BROWN.NET,2024-10-23,2190.36,0.2,no,G.B.
af095487-d782-4e03-bf48-39733b63235c,taylorpamela@taylor.co.uk,2024-09-25,1916.57,0.2,no,gb
d2b5c393-4d7d-4d86-976c-7f21d863c3a3,gavingreen@yahoo.com,2024-12-21,1424.34,0.2,no,gb
29cae023-bda9-4615-be05-8e81bb3fec21,jonathan13@nelson.net,2025-08-04,1827.1,0.2,no,UK
11df2243-97ea-4329-93a0-7db75700c40e,ballsharon@wood-doherty.info,2024-10-30,1820.88,0.05,no,gb
937bff34-afc8-4050-a028-f9e90dc4b79d,evanslaura@outlook.com,2024-12-01,889.43,0.2,no,
2e53e1d2-b08f-4d1d-b487-e891d8600a66,iwood@hotmail.co.uk,2025-08-31,2138.18,0.2,no,G.B.
b50bc296-e764-42d6-8bb0-48cd1fc54be4,watsonlisa@hotmail.co.uk,2025-08-19,2486.5,0.2,no,
f80dca9c-caec-4b2a-843d-1a6fc665ad88,marylane@hotmail.co.uk,2025-02-20,713.46,0.2,no,GB
2c5e3d78-c591-4174-8232-1f5bc942769e,josephinethompson@newman.com,2024-12-29,201.94,0.2,no,UK
5f9119cc-1d32-41a8-92cd-14618e65fdc0,kayleigh15@hotmail.com,2025-07-01,378.3,0.2,yes,UK
4a80c14b-8933-4a0d-977a-812fe54d8a4f,lorraine64@hotmail.com,2024-10-11,1003.92,0.2,yes,GB
18afa78b-2cd5-4a2d-9d7b-8d6269aeae2b,heathlouis@stevens.com,2024-12-20,937.03,0.2,no,G.B.
56ef0ad8-574e-4096-9e36-3c1fbdd0b155,iain30@yahoo.com,2025-07-04,2735.88,0.2,no,gb
720fe407-8230-4333-a15c-e1de4adb28b3,aclark@gmail.com,2025-03-21,1925.86,0.05,yes,gb
03f1f59f-01bf-4a67-a32e-d222fdecbb4d,twilkinson@wright.com,2024-10-07,1183.91,0.2,no,G.B.
245087a1-4832-4b38-a4cb-39fff1cd3450,brenda73@mitchell.co.uk,2025-05-23,2108.19,0.2,no,UK
753a7267-8754-409a-8199-4a0ac52adbc4,VICTOR13@TAYLOR.COM,2025-03-30,2253.68,0.2,no,gb
7217dce4-cf97-4713-a790-c4ff93a74297,lscott@yahoo.com,2025-02-05,2911.71,0.2,no,
db666353-2fc8-4da9-be43-526cdfe5956f,phillipwallace@bibi-brady.com,2025-03-05,2241.39,0.2,no,
3050538c-62eb-4b13-9ae0-510709d2104f,talbotowen@outlook.com,2025-07-27,2518.08,,no,G.B.
12c11fc3-fa7a-4060-8a55-b71713bd5e28,gareth68@yahoo.co.uk,2024-10-27,813.4,0.2,,gb
e863a0e8-3567-4254-9cf9-db7d58df7a3b,helenthornton@reid.com ,2025-05-15,500.48,0.2,no,gb
7de6f8aa-c76a-4e37-98b4-0ec7f31b2302,knightcarol@bevan.co.uk,2024-09-14,680.15,0.2,no,UK
1da105ff-6e60-47c1-a8b2-a37c7eb9c747,fletcherdeborah@pearson-hunt.co.uk,2025-03-17,525.79,0.2,no,
88b99782-485d-4655-903a-91df629ebdef,eprice@mann.com,2024-12-03,2678.67,0.2,no,
e819afcd-d691-498a-8975-11c17eaa5793,fcross@gmail.com,2025-05-07,272.62,0.2,,gb
3bb0f94b-95d4-435f-8c6e-326ae236ff3f,alanwilson@lee.com ,2025-01-04,2522.69,0.2,no,gb
679b625b-91cf-4a51-94fb-a32b1935016c,nicholaswalker@gmail.com,2025-04-02,849.36,0.05,no,G.B.
efee68bc-132a-4f29-a617-587803d89bc2,cjones@gmail.com,2025-05-03,27.32,0.0,no,GB
85f1d2ca-5c83-4e24-b020-45d71309d6f0,lukejones@read.com,2024-11-21,1558.84,,no,gb
946f9c68-0223-47ad-979f-e2833b1090e1,maria81@kelly-barnes.com,2025-08-22,2464.21,0.2,no,UK
2f814a9c-b4dc-47b2-a860-a167f2b436fd,gailsimpson@gmail.com,2025-04-08,1990.11,0.2,no,UK
af8f482d-f53a-419f-93a1-0af176c12c1b,SFAULKNER@OUTLOOK.COM,2024-10-24,2503.62,,no,UK
e84f4993-4c20-4aa3-8164-6fdf7944e262,COLLINSLAUREN@LONG.COM,2025-07-28,431.41,0.2,no,UK
3c519eea-4b3c-4bf8-905b-ca684a6c62ce,karen55@yahoo.co.uk,2025-07-28,2027.1,0.2,no,UK
32e4bcfc-80be-427d-b62a-ba09a8415237,pwatkins@yahoo.com,2025-06-20,863.62,0.2,no,UK
ca9e7650-53f0-4e8b-96b9-2a626cb88d40,deniskemp@wright.org,2025-01-03,2519.24,0.0,no,UK
910a0069-e53b-4ced-96c4-9ed3b52abd73,SUTTONMARIA@TAYLOR.INFO,2025-08-08,1122.6,0.2,no,GB
a76e09fb-56de-4e8e-988c-5a381b376027,oliviabrown@allen.net,2024-12-22,1168.87,0.2,no,gb
f5a1343d-6528-4aa6-9f59-5a4db57a3477,lynne23@wallis.com,2025-05-15,959.8,0.2,no,GB
eec769d2-1343-4f92-96cc-2ab44dabc3f5,shannondoherty@outlook.com,2025-07-12,292.11,0.2,no,G.B.
5b13bcb8-68e6-447b-9647-3abf39344540,liampatel@hotmail.com,2025-08-31,2653.82,0.2,no,GB
8b201508-baaf-4fd1-9696-582b22dc6374,pauline36@hotmail.co.uk,2025-05-21,2429.66,0.05,no,UK
87507b14-6409-4cec-ad49-a5604a90766e,fheath@outlook.com,2025-06-30,149.94,0.2,no,gb
bbd59cac-1669-4a44-9008-f2b1dabf84dc,joanbrown@thomas.biz,2024-10-30,101.26,0.2,no,gb
c2d94bdc-27d3-4976-a9f2-12a1463e0a6e,dickinsonandrew@hotmail.co.uk,2025-04-26,968.39,0.2,no,GB
33968f77-9fc9-4d53-887a-9d32c57136a4,frank35@jones.net,2025-09-04,971.75,0.2,no,
5f94733a-325e-4278-972d-182f11818b45,stuartfowler@hotmail.co.uk,2025-08-30,1800.12,0.05,no,UK
3414dbab-da6b-4a7e-a57b-1db68960b623,pricehelen@hotmail.co.uk,2025-04-23,725.6,,no,
71a595bd-7908-44c9-9403-f86fa288fbb2,idoyle@hotmail.com,2024-09-13,28.11,0.2,no,gb
9b73423e-ea70-41ab-afd2-37bf17737054,csmith@hotmail.com,2025-09-01,327.48,0.2,no,GB
70517450-7310-40ff-ad49-8529fe52fd42,SCOTTCHAN@ALLEN-CHAPMAN.COM,2025-08-27,2598.28,0.2,,G.B.
74ba8c03-36fa-4db6-8a6a-d76a90dbcb76,marcus36@gmail.com,2025-06-20,521.25,0.2,no,UK
8544ea5b-23e6-4db5-85d2-b5937c146cdf,mandy02@thorpe.com,2025-05-08,2125.37,0.2,yes,GB
50225a79-8f03-4c9b-89b8-7563b8d8d91d,DEBRAYOUNG@OUTLOOK.COM,2025-06-05,1539.86,0.2,no,UK
a09c8ff7-69d6-487b-a567-6b3d8db98f8b,CHAPMANLESLIE@ASHTON.CO.UK,2024-09-14,2538.07,0.2,no,
dd8758a9-1e50-4c33-86a5-d06ed86c6582,kyle39@matthews-jones.com,2025-09-06,480.22,0.2,no,gb
fa0f0b7b-0bd9-4105-ac51-b076cb899f92,olee@smith-gibbs.org,2025-03-05,9.47,0.2,no,GB
7d11b884-5bde-4bde-b637-fb84bf9ce997,tgiles@edwards.info,2024-10-10,2183.4,0.05,no,
2097d5b1-1146-4f78-b8ed-4c8de17a3131,gandrews@outlook.com,2025-07-27,679.27,,no,GB
55b7c81b-8d27-49e2-8a8f-5b8300364e41,harveyvictoria@hotmail.co.uk,2025-08-21,285.89,0.2,no,G.B.
35c14f5e-d6b5-4d9c-a313-b6c0e2786908,ahmednathan@gray.info,2024-11-08,981.8,0.2,no,UK
25890c7c-d97a-442c-85ee-2fd07175fdfc,lee49@burrows-gibson.com,2025-08-23,1595.84,0.05,no,gb
5cb3437b-5b60-49cb-adf3-cba063638522,mary19@outlook.com,2025-08-16,1029.48,0.2,no,gb
8f1e4c3c-fe80-43f1-ac52-dc8845d07653,xandrews@yahoo.co.uk,2024-12-23,2733.04,0.2,,UK
1ab70dac-8a01-46a5-b1c0-3c741ee94c87,samuel58@may.biz,2024-12-26,351.12,0.2,no,
ca817e6c-97fb-436c-8611-f364a3f019bd,rachaelchapman@hotmail.com,2025-01-11,1546.63,0.2,,UK
b36c2ba2-e80e-425c-a8c2-0806a00afb91,gordon36@turner-hall.com,2025-04-03,757.45,0.2,no,G.B.
f5419279-70c0-408e-8ca4-1c114c860461,THOMASMIAH@YAHOO.COM,2025-04-08,1115.44,0.2,no,UK
d58d2457-fc50-4f0c-b041-8a0ea1e2cd5b,pgray@outlook.com,2025-07-09,1448.75,0.2,no,
9d2c3956-d870-4237-ac3a-2c78d8dead35,angela94@hunt-davis.com,2025-02-28,1940.01,0.2,no,G.B.
a50b6acc-07b3-4008-99af-b5ca62702acf,susanking@mitchell.com,2024-12-24,165.46,0.2,no,gb
b2a86863-da1d-4468-9821-8c71e9fbe0b1,elliottrosie@byrne.com,2025-08-24,624.74,0.2,no,gb
80b7e06a-ac91-409a-9b3d-c5515777a078,lheath@barnes.net,2025-06-24,708.64,0.2,no,gb
906efd68-8e2a-461e-9608-611fe4031172,louiseperry@hotmail.com,2025-03-31,2851.7,0.2,no,gb
0cfe9c7c-b996-45e4-9a40-794accd526e5,wyattgraeme@freeman.com,2024-10-17,844.58,0.2,no,gb
bf63c325-9143-4580-8350-a8e375b2df29,fjames@mason.co.uk,2025-05-11,1657.66,0.2,no,gb
8e1a9062-783d-44e9-bddc-20a7695535a3,daniellee@miles.biz,2025-04-14,2191.4,0.05,no,GB
da32aec6-be94-4704-874f-a00d96220377,boltonellie@moore.biz,2024-10-09,1283.7,0.2,no,gb
e3676084-bd1a-48db-ad5c-eae98279d469,devans@yahoo.co.uk,2025-03-11,1601.28,0.2,no,
99cfe395-38e5-4055-a30b-c6a32da3cb88,wallacejodie@andrews-ross.com ,2024-11-22,1892.54,0.2,no,
bae8c35e-d342-4f79-83d3-9b6fe634f83a,thompsonbarry@hotmail.co.uk,2024-11-22,564.99,0.2,no,
2fc87757-1b6a-48b1-9161-83cd2dda0aeb,charlesphillips@wilkinson-brown.com,2025-08-12,248.67,0.2,no,GB
aeefc584-a484-4fda-9590-3333fedc2846,blaw@yahoo.com,2025-03-23,610.35,0.2,no,GB
3fa66b32-1c71-4924-bc67-95b144116c79,lewisdavidson@gardner.biz,2024-11-28,946.34,0.2,yes,UK
a56c48ec-1bf1-40c7-a37d-aa2915d766ad,morganjade@james.com,2025-08-30,1343.91,,no,GB
4187df74-8a87-452a-9699-34a5550c60da,clarkgavin@hayes.com,2025-03-02,1188.94,0.05,no,gb
b4bb6fde-78aa-4f72-bd4f-455333e04f55,kellystokes@hotmail.co.uk,2025-06-17,270.67,0.05,no,UK
21a40802-0d9d-4702-95e7-a748d608c40a,singhphilip@yahoo.co.uk ,2025-02-14,2845.15,0.2,no,
8f3cf011-2d14-4374-8761-d1c221af5644,FSMITH@CAREY.COM,2024-12-03,702.69,0.2,no,
6369f28e-2f6c-4dde-9f6a-2bbe74257818,leah41@hotmail.com,2025-07-15,99.03,0.2,,UK
4aaa8c31-1ac7-49e1-8449-186867ba37f4,norman88@kelly.biz,2024-10-21,168.1,0.05,no,gb
6be9c426-5c37-4989-8b1b-62abc1770d3e,doddglenn@wheeler.com,2024-10-01,2369.18,0.2,,gb
9a4ed4df-8cbc-47f4-aaeb-e1513c179e51,harrywade@brown.com,2024-10-10,1843.2,,no,UK
123c9772-0a24-44a7-9aec-658f6ec824f2,stuartburgess@burton.co.uk,2024-12-23,343.67,0.2,no,GB
57ab2bbe-0139-49d3-83a8-0d64f97ba530,cameron42@scott.com,2025-05-03,841.19,0.2,,gb
2fe96dc4-7415-4927-a2f0-045b75811db3,smithpaula@yahoo.com,2025-07-26,375.54,0.2,no,GB
e419b162-a0e4-49e7-aa47-1da95d5bc875,malcolmturner@hotmail.co.uk,2025-08-01,2210.48,0.2,no,UK
96ae84aa-25bb-4ee0-abb3-9fc62cec48e6,christine11@hotmail.co.uk,2024-12-26,1303.27,0.2,no,GB
b2fa26c6-aa2d-4530-930d-bd60492e870d,guycharlton@outlook.com,2025-03-15,1630.46,0.2,no,
22978530-73cc-4733-92bb-36e530229088,sarah13@outlook.com,2024-09-16,436.85,0.2,no,G.B.
a0cfbd24-929f-4170-93ce-6331ed376bdd,jjackson@burton.biz,2025-04-30,1106.94,0.2,no,UK
e2c54228-818d-4a43-9eb1-39821aff4160,howardderek@outlook.com,2025-03-03,944.3,0.2,yes,G.B.
d2f8c7c4-c001-487e-b41a-28bd73462340,brian96@yahoo.co.uk,2025-04-08,2488.32,0.2,no,
2d6e01d5-f1d9-48b4-96a7-1d7916a1626c,mmarshall@yahoo.com,2025-02-16,1935.58,,no,G.B.
52289569-8f82-4f00-be09-d8dd1bdea2ce,icarr@white.net,2024-11-08,2029.3,0.2,no,UK
2c2358e0-be1b-482e-abae-207eca8af2f9,birchjamie@smith.net,2024-09-09,2129.52,0.2,no,GB
4639e3b5-d708-491c-96c6-6ae10986c087,yharding@webster.org ,2024-12-17,2604.09,0.05,no,
aca577ac-323f-40e4-a390-071d623679a5,hannahjames@yahoo.co.uk,2025-08-29,288.76,0.2,no,G.B.
4ad31095-32df-4d74-8366-67e91f2cb5ce,caroleburrows@gmail.com,2024-09-26,135.21,0.05,no,UK
06e40334-d6f6-4589-8f2a-389e7a2cd13a,hammondann@bevan.com,2024-09-30,169.58,0.2,no,UK
f0413935-ab76-42c8-abdd-bd10bcc3e1f6,thomasbradshaw@pearson.biz,2025-06-09,1327.37,0.0,yes,
164a0ebd-4ef2-4e20-811b-efc11330fa87,mannneil@johnston.com,2025-04-05,2953.74,0.2,no,
dd9383d7-2183-4cc6-8a78-650166f36c75,vrees@outlook.com,2024-09-12,1251.64,0.2,yes,GB
2aa5657e-0c51-4121-8bef-e43c51e5affd,frostmohamed@robinson.com,2024-10-10,2533.6,0.2,no,gb
4a1509a4-7d82-453a-8d80-1aa7cd7ab1e9,vmartin@clarke.org,2024-11-19,1132.68,0.2,no,UK
7530a969-d46e-4103-a064-439c3fcdff9b,iain62@walker-willis.com,2025-03-04,2043.41,0.2,no,UK
e8a433f8-f122-4afb-9123-b2c3922c470b,jeffrey47@yahoo.co.uk,2025-07-07,1699.16,0.0,no,UK
354a7a1a-32e5-4b52-bf0b-390ab5fe2601,wilkinsonjulie@hotmail.co.uk,2024-10-20,405.2,0.2,no,UK
fca82d26-b2a6-412b-93cd-f356e17168da,paula13@outlook.com,2025-05-09,2496.6,0.2,no,GB
16d21ac7-edc8-4264-aed6-544010f85ead,elainegriffiths@hotmail.co.uk,2025-03-27,2051.94,0.2,no,gb
7c68e88e-dc0b-4ba7-927c-db09e5d65031,lforster@sutton.net,2025-06-19,2234.56,0.2,no,gb
23ff0b61-ac55-49eb-b86c-cd90a2e1c527,collinschelsea@lee.org,2025-07-25,1098.91,0.05,no,UK
763459a9-5b65-430f-9ef4-0a4ab6f93d50,iwilliams@gmail.com,2025-02-05,1080.17,0.05,no,GB
60a1c7de-90c6-46cf-9042-2b4c00ca2974,howardrobinson@outlook.com,2025-08-17,353.3,0.2,no,
22cb4776-1ced-4396-8d0d-145649f0a179,liam10@evans.com,2025-06-18,1730.45,0.2,no,gb
db2f45fe-3611-42a0-a9ab-d7c525082c09,teresa89@noble-morley.org,2025-05-31,547.0,0.05,no,G.B.
34fe8966-4c76-406f-8952-fc7d4ed8aee8,marshconor@outlook.com,2025-03-27,1639.25,0.2,no,GB
b71d06e6-ce8b-4322-95b7-c36b97043586,clifford58@thornton.com,2025-03-27,803.34,,no,G.B.
c8807d51-d02d-4ec0-8a79-5fe41f635afd,inicholson@moore-singh.net,2024-10-17,2316.4,,no,UK
144d499c-0e40-4b0f-a7fc-d98e778bb92d,reece03@ward.net,2025-05-17,2066.46,,no,GB
31a35abb-3900-4ae3-a4c0-71c04a64d012,jonathan18@evans.biz,2025-03-15,327.6,0.05,no,
0e2c6ae8-7fcd-4e7a-a1ca-542e5516bf8c,jasonmorris@harrison.biz,2024-10-20,1648.08,0.2,no,GB
54d11343-e312-4b0d-bc57-8fd277edc738,tjones@hotmail.co.uk,2024-09-20,1512.91,0.2,no,GB
5ad36461-1030-4471-90c4-55d62b07021c,anthony81@yahoo.co.uk,2025-01-12,1325.7,0.2,yes,gb
16c56966-f285-4c61-89d1-3c87821abe23,rwalker@hotmail.co.uk,2025-06-08,345.77,0.2,no,GB
81e126bf-e80b-4edd-84f1-ea52f5f9ed79,susanbrown@leach.net,2025-03-08,2085.79,0.2,no,UK
8ab9d28b-d145-4e51-94dd-fca85d773281,rquinn@wilson.co.uk,2025-06-13,2833.89,0.2,yes,
1402cbeb-3ad5-423a-9873-f29237a02bec,mooredominic@yahoo.co.uk,2025-07-06,2832.14,0.2,no,
fffd729d-2b6a-42c3-af33-41464fb9de5e,dmorrison@outlook.com,2025-02-11,2779.94,0.2,no,
b8d925cf-9c8c-4c91-b102-ebba1aed07b9,qlee@hotmail.co.uk,2024-10-21,1080.33,0.2,no,gb
9c5fb9c5-0684-44e3-9c0a-8c9f00967e4a,jenna68@yahoo.co.uk,2025-05-06,1161.49,0.2,no,GB
3af7778a-5348-4d02-80d6-de0dfca893b4,obrown@outlook.com,2025-06-18,892.7,0.2,no,G.B.
59bd21f7-21aa-4946-bdc6-a9f812f2ac55,elainerogers@dixon.com,2025-03-10,1162.3,0.2,no,gb
103cd4e7-4b16-41d0-aa72-8d8aa9de3574,CAMERONANGELA@JAMES.ORG,2025-05-31,2935.42,0.2,,G.B.
15d788f2-d824-442e-bc73-2f019fb71789,marshalldawn@john-young.biz,2024-09-30,629.8,0.2,no,G.B.
468eb981-0764-4879-b356-39247a1a7806,BURNSFREDERICK@YAHOO.CO.UK,2025-02-08,2094.05,0.2,no,
e21c57e8-01df-4e08-9b6b-866a01bc56a7,khanaimee@outlook.com,2025-03-09,1666.5,0.2,no,
90211964-20cd-4ffb-98dd-548f7ab8f59a,thomaslaura@jones.com,2024-11-24,49.39,0.2,no,UK
6e1bc0fe-ea8e-45b0-8d69-fc8a9f6076c6,joe89@hotmail.co.uk ,2024-10-25,1038.83,0.2,no,G.B.
8dbd0b4a-145b-4f87-b53e-a4d61f41763a,morgangrace@yahoo.co.uk,2024-11-27,1365.39,0.2,no,
c45b0015-b8bf-44ff-a410-d1f918a76aa3,matthew26@gmail.com,2024-11-23,2720.39,0.2,no,GB
1ea498c5-430d-412d-a9de-dacc146febea,parkerbryan@yahoo.com,2024-10-02,703.34,0.05,no,UK
b6690cd1-6e7d-4b76-8680-3795dba8f87a,derekjenkins@outlook.com,2024-11-27,2508.69,0.2,no,
ba8c4376-2e18-4dd7-b074-1e6ae743b163,susan11@dickinson-hunt.com,2024-12-09,2738.49,0.2,yes,GB
eb06a7e3-9449-47e4-82d3-ba86e3176673,wthomas@roberts.com,2025-07-06,136.07,0.2,no,
e6d7bfe8-7ea1-4c05-8d93-a807d8cafdc9,farmermohamed@yahoo.co.uk,2025-04-06,2705.05,0.2,no,G.B.
cfdd1c77-feb5-49fd-8987-d0b7afcf69d8,damianross@hotmail.co.uk,2025-08-17,696.01,0.2,no,
9dc6b456-b7e4-4396-bf1b-5c21e60a375b,scottpaige@williams.org,2024-09-20,699.38,0.2,no,UK
a00f607f-d952-48f6-b822-af01ac52bbd3,hjordan@yahoo.co.uk,2025-04-26,2858.94,0.2,no,
51f69969-b95b-48fc-a3cb-cce1b268652f,clarkegerald@stevens-chambers.info,2025-01-21,2086.45,0.2,no,
ba462c68-e92d-4f26-a500-292e81bdb42e,roger17@naylor-chapman.co.uk,2025-04-14,202.71,0.2,no,
adf61583-487f-4d90-9f6a-ad9a9d3e27da,helenknight@outlook.com,2025-07-09,2493.01,0.2,no,gb
63e5634d-5a6d-4c48-bead-923ccdbed758,shirleyperry@hotmail.com,2025-07-11,949.69,0.2,no,
